Metric,Value
nDCG@5,0.009972040537378452
nDCG@10,0.010808225194637245
nDCG@25,0.011737225545488283
P@5,0.0034420087990626493
P@10,0.002099863595320135
P@25,0.0010586540124108972
Judged@5,0.003444314230274345
Judged@10,0.002105242934814094
Judged@25,0.0010586540124108972
RR@5,0.011415726883249122
RR@10,0.011817730351764292
RR@25,0.012078808758488267
AP@5,0.008529315952612328
AP@10,0.008887134847078662
AP@25,0.009132882725743101
