Metric,Value
nDCG@5,0.47729411385286774
nDCG@10,0.48484813828404105
nDCG@25,0.488285687827489
P@5,0.15140000000001416
P@10,0.07977000000000749
P@25,0.03278400000000139
Judged@5,0.15140000000001416
Judged@10,0.07977000000000749
Judged@25,0.03278400000000139
RR@5,0.5368116666666654
RR@10,0.5393757142857134
RR@25,0.5401261442072706
AP@5,0.441484982818108
AP@10,0.4458681585278705
AP@25,0.4470531873975474
