Metric,Value
nDCG@5,0.02423531053205852
nDCG@10,0.02612620617300406
nDCG@25,0.02814332857419648
P@5,0.00844018366602057
P@10,0.00510307198708944
P@25,0.002534744769552952
Judged@5,0.008513188987724235
Judged@10,0.005126126299206385
Judged@25,0.002534744769552952
RR@5,0.026920648338488014
RR@10,0.027662541286582864
RR@25,0.02812148671113694
AP@5,0.021198742444333177
AP@10,0.022079341435897036
AP@25,0.022673548848751984
